B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1
10169,9470,9048,9285,15537,18308,12311,0,1.2854959041749033e-12
10140,9460,9077,9339,15561,18324,12386,0,1.2997751857505922e-12
10853,10122,9717,10147,17413,20299,14376,0,9.234077696051873e-13
10831,10164,9805,10282,17398,20808,14836,0,9.27730051640665e-13
10816,10153,9754,10139,17471,20699,14635,0,8.943988806371539e-13
10626,9824,9123,8989,17822,17948,12326,0,7.792853767265055e-13
10656,9897,9217,9295,16944,18724,12974,0,8.956387272366747e-13
10745,10003,9487,9818,17050,19795,13824,0,9.455583273091327e-13
10711,9975,9401,9585,17136,19383,13414,0,9.030347976750776e-13
10133,9500,9133,9458,15623,18566,12504,0,1.3199013340962417e-12
10177,9507,9120,9480,15542,18585,12561,0,1.3375758540687872e-12
10153,9491,9096,9406,15703,18424,12422,0,1.290410592472008e-12
10158,9509,9152,9465,15872,18630,12516,0,1.2637521015103794e-12
10202,9520,9184,9559,15641,18510,12608,0,1.3359129648118935e-12
10206,9538,9071,9374,15405,18344,12683,0,1.3009797250461802e-12
10220,9560,9190,9546,15833,18984,12812,0,1.2599640978596473e-12
10205,9529,9174,9519,15832,18782,12667,0,1.2701471029161297e-12
10176,9504,9146,9488,15589,18748,12668,0,1.3168173782563434e-12
10173,9527,9155,9504,15542,18627,12620,0,1.3359703919599741e-12
10182,9479,9058,9317,15456,18446,12597,0,1.2839836570314549e-12
10156,9410,9049,9273,15444,18011,12486,0,1.2904724541257308e-12
10174,9523,9138,9483,15518,18541,12655,0,1.329950281873816e-12
10213,9562,9184,9552,15741,18649,12723,0,1.2919469213728651e-12
10247,9589,9267,9665,15808,18900,12934,0,1.291163162549859e-12
10203,9524,9234,9629,15851,18569,12881,0,1.2892752415156016e-12
10188,9526,9159,9491,15532,18531,12628,0,1.3284125361557562e-12
10231,9565,9223,9635,15561,18807,12986,0,1.3365682017816873e-12
10203,9532,9190,9524,15549,18639,12691,0,1.32726745776285e-12
10218,9523,9133,9442,15386,18479,12702,0,1.3286908452737943e-12
10202,9508,9152,9470,15410,18298,12630,0,1.346541239530886e-12
10227,9556,9159,9541,15466,18133,12694,0,1.3521612535796757e-12
10240,9619,9333,9746,16154,18517,12878,0,1.2520761500817326e-12
10236,9526,9165,9479,15396,18579,12729,0,1.3349219281734734e-12
10241,9563,9164,9497,15524,18593,12828,0,1.2998436917460384e-12
10222,9529,9175,9535,15437,18707,13028,0,1.3230466674870341e-12
10237,9573,9210,9567,15642,18788,12849,0,1.2991387717732847e-12
10198,9227,8437,7284,20855,12317,7846,0,6.276479903503358e-13
10197,9221,8335,7279,19283,11645,7702,0,7.312365521273946e-13
10188,9545,9188,9513,15615,18557,12603,0,1.3170522311458966e-12
10184,9478,9310,9799,15319,17954,12717,0,1.522141372106216e-12
10214,9222,8355,7222,20643,12245,7788,0,6.340692957101465e-13
10201,9205,8369,7218,20434,11865,7616,0,6.586681776905164e-13
10215,9530,9231,9659,15046,18079,12904,0,1.493526661061041e-12
10215,9250,8414,7295,19446,11927,7711,0,7.144062693246756e-13
10234,9233,8392,7229,20276,11914,7650,0,6.602837795405699e-13
10228,9249,8409,7281,20124,12147,7726,0,6.716314501922851e-13
10215,9233,8407,7276,19831,11939,7742,0,6.868995673066796e-13
10209,9211,8359,7232,19598,11633,7572,0,7.10612227515689e-13
10215,9199,8333,7212,19596,11666,7519,0,7.133621068489923e-13
10222,9246,8445,7304,21256,12643,7903,0,6.061828704634169e-13
10173,9212,8349,7232,19030,11724,7647,0,7.409346720391697e-13
10187,9217,8362,7254,20023,11704,7594,0,6.911647264687501e-13
10156,9214,8360,7255,19114,11576,7619,0,7.44649004685392e-13
10201,9210,8381,7237,20870,12154,7703,0,6.333847377575462e-13
10224,9237,8416,7263,20000,12049,7756,0,6.718458329720592e-13
10204,9244,8439,7325,19881,12258,7899,0,6.796267488642267e-13
10200,9192,8342,7194,19428,11765,7582,0,7.13359152641937e-13
10065,9348,8947,8978,15253,16627,11864,0,1.2861878825040949e-12
10062,9298,8828,8790,15128,16027,11371,0,1.2980477730566341e-12
10069,9335,8901,8902,14814,16461,11593,0,1.3819917627322082e-12
10057,9373,8936,9037,15151,16328,11526,0,1.375796776828086e-12
10041,9301,8919,8965,15343,16649,11628,0,1.3010328863647758e-12
10019,9245,8926,8909,15995,16235,11296,0,1.1993443997307528e-12
10083,9350,8904,8946,14821,16791,11887,0,1.3651837954990106e-12
10095,9345,9011,9049,14945,16647,11849,0,1.3788066946592706e-12
10120,9428,9066,9302,14886,16931,12266,0,1.4604560741142446e-12
10117,9423,9046,9211,14890,16871,12075,0,1.4346865668723429e-12
10060,9388,9085,9170,15256,16963,11990,0,1.3430480385658072e-12
10071,9358,8919,8974,15021,16887,11928,0,1.3282894724483557e-12
10051,9293,8835,8827,14532,16206,11537,0,1.4345178208617182e-12
10068,9316,8870,8815,14982,16318,11501,0,1.3168574795806504e-12
10119,9415,9017,9056,14914,16768,11896,0,1.3699430545659496e-12
10125,9445,9083,9212,15022,17051,12178,0,1.3807957706652803e-12
10112,9387,9024,9127,15025,17030,12065,0,1.3666617549087385e-12
10095,9411,9100,9182,15288,16949,11805,0,1.3529080984763356e-12
10079,9354,9060,9085,15557,16763,11647,0,1.2819003637192115e-12
10076,9352,8872,8876,15009,16289,11461,0,1.3406793488620266e-12
10065,9351,8985,8971,15222,17099,11944,0,1.2746545543931625e-12
10053,9350,8932,8911,15123,16670,11651,0,1.3067792511504121e-12
10081,9394,8989,9054,15164,16805,11773,0,1.3387117493562912e-12
10039,9303,8899,8925,14652,16677,11747,0,1.4246481410781135e-12
10104,9389,9005,9114,14745,17009,12030,0,1.4353919294002017e-12
10055,9345,8992,9045,14948,16963,11856,0,1.383529710062926e-12
10076,9355,8993,9024,15325,16529,11485,0,1.3274591031557503e-12
10073,9405,9026,9088,15242,16709,11601,0,1.3529157573195284e-12
10112,9390,8974,9080,14679,16908,11862,0,1.456849171931496e-12
10028,9317,8985,8932,15470,16589,11379,0,1.2774382409667903e-12
10033,9323,8899,8899,14361,15893,11178,0,1.5582563638950676e-12
10024,9299,8885,8871,14564,16297,11388,0,1.4656213349533013e-12
10065,9332,8920,8953,14706,16881,11791,0,1.4103886094667467e-12
10062,9313,8947,8891,15117,16715,11606,0,1.3048427733153394e-12
10070,9403,9025,9118,15147,16991,11753,0,1.3729731318562755e-12
10032,9346,9031,8960,15323,16463,11297,0,1.3189909777908726e-12
9993,9270,8758,8690,14375,15334,10716,0,1.527903115756021e-12
10010,9286,8846,8761,14708,16051,11172,0,1.4049756689637115e-12
10024,9335,8990,8902,15416,16360,11197,0,1.2915483694051448e-12
10083,9373,8944,8998,14917,16827,11706,0,1.3824038770660307e-12
10058,9380,8981,9049,14964,16701,11559,0,1.4134713095903528e-12
10050,9313,8879,8911,14668,16245,11359,0,1.4611568474071075e-12
10553,9714,9096,8860,15547,15832,10912,0,1.153738205444218e-12
10547,9708,9032,8819,15715,15179,10480,0,1.163690548934611e-12
10665,9873,9312,9251,16193,16203,11230,0,1.119592633246214e-12
10539,9676,8947,8655,15465,15119,10445,0,1.1542659557680362e-12
10590,9772,9195,9024,16106,16460,11158,0,1.0829907363787801e-12
10631,9861,9222,8991,16353,16108,10847,0,1.047105274486394e-12
10697,9942,9349,9306,16689,16720,11454,0,1.0299950434780196e-12
10543,9724,9115,8905,15914,16294,11238,0,1.0773502832458798e-12
10578,9788,9113,8962,15646,16472,11325,0,1.1245436915559552e-12
10590,9766,9115,8951,15982,16098,11063,0,1.0926567447006982e-12
10644,9843,9185,9046,15991,16025,11033,0,1.109777171393202e-12
10667,9892,9305,9205,16194,16498,11451,0,1.0783167473404208e-12
10718,10005,9420,9453,16277,17488,12093,0,1.0719746030459478e-12
10440,9571,8786,8357,16070,13451,9442,0,1.092356665466809e-12
10445,9565,8859,8460,15907,14009,9789,0,1.1092844456347733e-12
10576,9761,9170,9001,15931,16538,11455,0,1.078122487558371e-12
10627,9818,9212,9123,15732,17457,11980,0,1.0936922688690535e-12
10677,9883,9328,9301,15955,17277,12099,0,1.091692784809041e-12
10666,9895,9348,9272,16128,17227,11973,0,1.0615414894917326e-12
10744,9981,9454,9513,16558,17821,12286,0,1.0313066825384066e-12
10699,9930,9359,9306,16376,17187,11925,0,1.0330620589444514e-12
10714,9945,9366,9424,16125,17203,12073,0,1.1000315804951515e-12
10645,9859,9324,9317,16044,17968,12376,0,1.0655397736582298e-12
10605,9775,9210,9131,15844,17163,11947,0,1.0888651687516718e-12
10520,9685,9092,8886,16199,15620,10794,0,1.079841064023596e-12
10706,9945,9420,9495,16491,17601,12143,0,1.0581109603742124e-12
10589,9783,9124,8883,16035,16317,11160,0,1.0459606478609106e-12
10592,9750,9048,8806,16972,15899,10812,0,9.399543669629655e-13
10613,9829,9209,9157,16068,17330,11846,0,1.0661881095473379e-12
10640,9853,9308,9336,16116,17641,12334,0,1.068123727700932e-12
10634,9865,9285,9293,16206,16871,11687,0,1.0974042043825842e-12
10656,9896,9369,9371,16186,17231,11996,0,1.087232487671957e-12
10707,9994,9455,9586,16386,17948,12494,0,1.0690444274429693e-12
10761,9962,9440,9486,16351,18402,12633,0,1.0252931121647953e-12
10576,9741,9150,9023,16169,16766,11445,0,1.0560318732342347e-12
10578,9635,8462,8231,12915,19762,15440,0,1.0862073027692209e-12
10610,9713,8851,8547,14965,18685,13875,0,8.993600456202913e-13
10525,9613,8508,8147,13600,18727,13912,0,1.0163934037777611e-12
10551,9647,8602,8278,14011,17189,12694,0,1.0754372339190924e-12
10551,9655,8648,8329,13950,16559,12110,0,1.1568216653361928e-12
10583,9681,8583,8342,13563,19703,15388,0,9.85000319571111e-13
10512,9577,8417,8100,13481,19103,15020,0,9.579987584287354e-13
10551,9606,8475,8151,13660,19264,14822,0,9.472536616979623e-13
10536,9635,8588,8367,13841,19160,14960,0,9.805813627811362e-13
10504,9570,8422,8140,13169,18841,14903,0,1.0442670738926437e-12
10580,9700,8606,8391,13319,19481,15266,0,1.0596751287047022e-12
10598,9710,8635,8490,13966,19210,14945,0,9.911754454664285e-13
10637,9763,8695,8635,13779,19801,15277,0,1.0507843849253507e-12
10492,9550,8343,7976,13291,18854,14976,0,9.560647217517809e-13
10554,9625,8484,8230,13450,19402,15325,0,9.824494104343327e-13
10605,9676,8565,8379,13365,19358,15389,0,1.041088878635952e-12
10599,9737,8638,8440,13409,19375,15277,0,1.0526271223529102e-12
10666,9799,8878,8817,14406,19092,14329,0,1.0461481986597512e-12
10521,9573,8398,7986,13053,18170,14647,0,1.0159634309833368e-12
10539,9595,8410,8052,12953,19226,15299,0,1.0167622322095748e-12
10606,9747,8665,8571,13422,19352,15326,0,1.1030920089227551e-12
10663,9797,8841,8802,13543,19314,15107,0,1.1712258149745264e-12
10537,9621,8480,8208,13458,18507,15001,0,9.950894781163755e-13
10678,9742,8723,8592,15015,16614,13262,0,9.55075439270635e-13
10586,9629,8513,8252,13308,19212,15420,0,1.0065405826231953e-12
10556,9679,8838,8478,14705,13781,9706,0,1.3169940204278954e-12
10496,9556,8603,7966,15061,12405,8652,0,1.1980137636620133e-12
10546,9660,8751,8395,14334,13189,9455,0,1.407809738938864e-12
10561,9648,8823,8384,14437,12932,9395,0,1.374916944611721e-12
10571,9638,8730,8227,14714,12795,9051,0,1.296060555062251e-12
10745,9924,9131,8982,15441,15945,11292,0,1.1360525719048526e-12
10620,9743,8902,8584,14953,13853,9978,0,1.2588090605629298e-12
10606,9704,8860,8410,14662,13580,9681,0,1.281494272808632e-12
10627,9728,8929,8596,14688,13758,9834,0,1.3361821001993815e-12
10670,9819,9051,8773,15175,14925,10579,0,1.1984163553902384e-12
10791,9958,9166,9029,15245,16315,11605,0,1.1473858457229492e-12
10738,9854,9068,8752,15380,14908,10624,0,1.1336959291560597e-12
10644,9763,8980,8580,15203,13636,9817,0,1.2133233004610468e-12
10700,9871,9104,8747,15582,15045,10612,0,1.0969966824855756e-12
10585,9708,8879,8471,14629,13042,9437,0,1.3533528375684711e-12
10477,9550,8623,8299,13224,15377,11654,0,1.3908220873096854e-12
10549,9651,8645,8443,12347,15413,11905,0,1.7426323190685156e-12
10498,9651,8611,8448,11880,15692,12225,0,1.949751172240144e-12
10395,9489,8580,8125,14259,13889,10194,0,1.2474585105350787e-12
10481,9610,8604,8449,12022,15351,11841,0,1.9469854792652064e-12
10461,9616,8620,8514,12353,15401,11652,0,1.8688471433103808e-12
10442,9582,8559,8349,12175,15566,11987,0,1.7748046966442958e-12
10434,9544,8491,8279,12359,16083,12440,0,1.5971110623118567e-12
10427,9510,8420,8230,12491,15953,12515,0,1.5212664950335895e-12
10436,9560,8660,8254,14359,13949,10057,0,1.2842954855250591e-12
10355,9438,8438,7867,14078,13132,9698,0,1.2459625647376703e-12
10435,9522,8468,8139,12716,15863,11928,0,1.4420890334163208e-12
10471,9595,8574,8448,12366,15636,12114,0,1.7455777259219809e-12
10446,9561,8500,8305,12695,16254,12446,0,1.487005898623734e-12
10513,9615,8630,8467,12409,15667,12019,0,1.7345523661152386e-12
10349,9468,8543,7943,14377,13044,9395,0,1.246878801725822e-12
10483,9561,8464,8160,12444,16421,13024,0,1.406766148270948e-12
10570,9654,8549,8203,13207,14661,11434,0,1.34813174502475e-12
10461,9602,8540,8374,12428,16431,12759,0,1.5804208730822596e-12
10524,9608,8534,8392,12190,15738,12139,0,1.770217403966512e-12
10410,9521,8664,8143,14647,11940,8746,0,1.3574602641956238e-12
10447,9527,8667,8211,14593,12511,9085,0,1.3480121799210472e-12
10472,9562,8679,8294,14029,13429,9678,0,1.4261360586012376e-12
10511,9611,8812,8336,15046,12980,9317,0,1.2486182962248426e-12
10572,9656,8826,8483,14969,14085,9945,0,1.238223002198899e-12
10440,9550,8730,8169,14801,12217,8880,0,1.3018537392956642e-12
10536,9676,8904,8634,15063,14767,10725,0,1.1910406635063912e-12
10505,9630,8876,8457,15100,13208,9623,0,1.2460006977381818e-12
10443,9527,8692,8198,14484,12132,8907,0,1.3880619139820586e-12
10356,9477,8564,8038,13947,11948,8727,0,1.4906560832719737e-12
10459,9542,8725,8151,15365,12815,8985,0,1.1771520302636078e-12
10328,9383,8457,7766,15056,12040,8493,0,1.1885893753658993e-12
10393,9447,8539,8086,14441,12502,8832,0,1.3894758489268399e-12
10294,9347,8397,7708,14219,11578,8327,0,1.356333823775541e-12
10274,9298,8357,7624,14938,11425,7999,0,1.2445020520997899e-12
10131,9136,8351,7125,20457,11081,7243,0,6.80156820156221e-13
10147,9153,8288,7088,19270,10944,7186,0,7.45573982649575e-13
10133,9133,8359,7104,20978,11323,7289,0,6.451050469917762e-13
10134,9159,8344,7123,19962,11229,7304,0,6.986033613284991e-13
10150,9161,8347,7127,20308,11538,7394,0,6.715005495599967e-13
10154,9140,8399,7124,20247,11472,7382,0,6.72093531866055e-13
10185,9197,8419,7157,20279,11656,7429,0,6.662909482836966e-13
10210,9202,8432,7212,19156,11663,7493,0,7.336135426570106e-13
10157,9128,8241,7080,17375,10438,6993,0,9.11287972171121e-13
10163,9183,8359,7143,18528,11416,7461,0,7.699639470979482e-13
10186,9180,8377,7152,19829,11507,7404,0,6.957244124319332e-13
10198,9206,8388,7214,19179,11043,7363,0,7.501366291300081e-13
10141,9135,8325,7134,19737,11030,7272,0,7.200536015100309e-13
10143,9162,8426,7149,20112,11216,7306,0,6.891713860256823e-13
10200,9179,8307,7140,19432,11343,7330,0,7.274952218471258e-13
10182,9142,8409,7129,20193,11278,7287,0,6.820459368352017e-13
10146,9154,8391,7126,20135,11570,7410,0,6.759429257672804e-13
10180,9180,8396,7155,19950,11386,7376,0,6.913455771490284e-13
10191,9182,8426,7147,20887,11620,7408,0,6.364793427748192e-13
10165,9164,8393,7140,20114,11611,7475,0,6.723596560625349e-13
10172,9158,8313,7104,20149,11265,7271,0,6.870730378363525e-13
10183,9173,8352,7140,19981,11482,7365,0,6.909509264241051e-13
10140,9139,8284,7066,19908,11082,7224,0,7.010679942201296e-13
10172,9164,8283,7118,18449,10563,7053,0,8.210975391947504e-13
10159,9154,8321,7112,19456,11003,7184,0,7.370956849351238e-13
10164,9155,8294,7115,20836,11111,7231,0,6.611174904039879e-13
10187,9152,8323,7116,20761,11319,7325,0,6.529027495675432e-13
10171,9154,8359,7120,19264,10673,7113,0,7.540784546202259e-13
10154,9134,8269,7069,18670,10851,7183,0,7.819221427812658e-13
10151,9132,8189,7106,18015,10618,7122,0,8.561658350669351e-13
10130,9123,8176,7039,17996,10719,7133,0,8.390156113717772e-13
10168,9146,8312,7064,20422,11737,7400,0,6.530643144320244e-13
10181,9154,8291,7083,20246,11544,7321,0,6.737533456390277e-13
10181,9156,8221,7070,18902,11101,7141,0,7.719706054210402e-13
10142,9158,8309,7104,20046,11459,7378,0,6.848458916403515e-13
10136,9133,8284,7081,20160,11451,7378,0,6.775726201076236e-13
10144,9109,8272,7083,20505,11388,7404,0,6.604810636531992e-13
10187,9158,8293,7110,19988,11196,7328,0,6.923834992610331e-13
10158,9161,8254,7075,19909,11268,7239,0,7.014500017369674e-13
10103,9115,8282,7080,20231,11279,7244,0,6.899014279170879e-13
10709,9885,9058,7695,6878,5448,5178,0,-1.4597390869581344e-11
10704,9886,9069,7705,6828,5429,5188,0,-1.3596264881376483e-11
10731,9900,9047,7679,6799,5423,5185,0,-1.3446149094530072e-11
10734,9884,9029,7650,6801,5415,5180,0,-1.3891573452275375e-11
10689,9853,8986,7594,6804,5420,5184,0,-1.487911592194871e-11
10712,9899,9066,7680,6803,5435,5179,0,-1.350825756085547e-11
10719,9897,9061,7668,6823,5432,5178,0,-1.3980138751839418e-11
10727,9897,9039,7661,6785,5423,5185,0,-1.3465293389470123e-11
10702,9878,9034,7635,6817,5430,5180,0,-1.440525546996883e-11
10690,9857,8984,7592,6823,5437,5185,0,-1.5270212941718017e-11
10724,9913,9072,7687,6876,5442,5187,0,-1.4565040846031423e-11
10707,9896,9073,7700,6837,5427,5187,0,-1.3777677234924693e-11
10740,9907,9091,7683,6818,5417,5179,0,-1.3622021009651489e-11
10750,9910,9078,7694,6860,5449,5196,0,-1.4125273765987843e-11
10751,9898,9051,7636,6803,5421,5184,0,-1.4019385208302589e-11
10718,9875,9024,7628,6830,5420,5180,0,-1.4738007527569008e-11
10673,9838,8984,7578,6838,5438,5188,0,-1.5856759666090876e-11
10743,9920,9077,7693,6850,5430,5192,0,-1.3978147635487667e-11
10747,9925,9072,7693,6822,5435,5181,0,-1.355310839436165e-11
10664,9844,8987,7578,6861,5452,5193,0,-1.6348023016558404e-11
10691,9901,9009,7606,6833,5424,5181,0,-1.5147661062380118e-11
10753,9942,9091,7709,6883,5451,5194,0,-1.4252762106067472e-11
10752,9913,9089,7708,6867,5441,5188,0,-1.4056493090154238e-11
10749,9915,9045,7628,6826,5424,5183,0,-1.4520997110437324e-11
10722,9857,9010,7599,6890,5466,5201,0,-1.6445021652596364e-11
10726,9917,9053,7632,6825,5427,5182,0,-1.4464224496597126e-11
10719,9879,9031,7616,6843,5450,5183,0,-1.5138751820493938e-11
10764,9934,9089,7707,6900,5435,5190,0,-1.4592035489097715e-11
10779,9937,9091,7704,6863,5435,5181,0,-1.3988705932874016e-11
10755,9935,9076,7670,6834,5424,5183,0,-1.4000078416655686e-11
10788,9939,9085,7677,6872,5434,5178,0,-1.451498511225965e-11
10753,9923,9048,7642,6853,5422,5185,0,-1.4786421217696014e-11
10742,9906,9052,7646,6835,5416,5181,0,-1.444462009031337e-11
10688,9857,9015,7603,6913,5468,5210,0,-1.6930751451719233e-11
10783,9946,9096,7715,6919,5439,5189,0,-1.4771908557666335e-11
10718,9878,9021,7623,6838,5426,5183,0,-1.4954211429270444e-11
10716,9913,9070,7649,6853,5432,5182,0,-1.4721557082966783e-11
10694,9890,9021,7615,6847,5425,5201,0,-1.5216003074868156e-11
10741,9926,9058,7647,6874,5426,5185,0,-1.5107848528769363e-11
10805,9960,9103,7698,6903,5433,5182,0,-1.4683264558237417e-11
10806,9956,9106,7719,6924,5444,5188,0,-1.4746110660060348e-11
10677,9852,9018,7617,6917,5487,5204,0,-1.678992307694424e-11
10743,9940,9058,7682,6867,5433,5187,0,-1.4432131337489538e-11
10720,9924,9065,7665,6825,5416,5192,0,-1.3968861106200508e-11
10674,9821,8998,7610,6896,5483,5221,0,-1.6469807009747752e-11
10710,9868,9017,7627,6825,5433,5191,0,-1.4662276809017258e-11
10788,9970,9125,7722,6899,5435,5192,0,-1.4218576087245317e-11
10794,9978,9117,7744,6918,5440,5189,0,-1.4249154730083216e-11
10777,9952,9107,7715,6877,5432,5186,0,-1.402205747649198e-11
10752,9929,9088,7690,6859,5424,5182,0,-1.4154390153867477e-11
10731,9915,9060,7663,6843,5421,5182,0,-1.4335910433802796e-11
10702,9867,9026,7640,6820,5432,5184,0,-1.440663216898339e-11
10669,9826,8991,7604,6855,5420,5134,0,-1.595284192207857e-11
10792,9960,9122,7735,6913,5439,5185,0,-1.4316890877773804e-11
10682,9840,9000,7604,6840,5485,5210,0,-1.5355464312647696e-11
10703,9887,9039,7649,6831,5438,5194,0,-1.4396722277677046e-11
10717,9915,9070,7683,6824,5438,5182,0,-1.375934808420457e-11
10735,9932,9098,7695,6830,5428,5181,0,-1.362080753924151e-11
10760,9939,9105,7706,6854,5422,5185,0,-1.3804946941691671e-11
10772,9953,9108,7713,6880,5434,5187,0,-1.4099770461383658e-11
10660,9853,9016,7617,6911,5473,5216,0,-1.6637422171475063e-11
10699,9886,9048,7675,6838,5437,5182,0,-1.41911475669301e-11
10730,9925,9070,7711,6832,5418,5180,0,-1.3519643722296393e-11
10742,9930,9091,7697,6829,5422,5186,0,-1.3572025945478202e-11
10759,9939,9099,7703,6850,5435,5196,0,-1.3759205560830778e-11
10734,9914,9061,7700,6827,5425,5184,0,-1.3586749797139588e-11
10758,9922,9038,7727,6853,5434,5180,0,-1.3670283853462259e-11
10744,9928,9091,7707,6824,5423,5185,0,-1.3378943748328022e-11
10760,9948,9093,7701,6841,5417,5182,0,-1.3672349385029876e-11
10737,9894,9048,7674,6844,5439,5199,0,-1.4198361481891358e-11
10677,9875,9002,7618,6880,5479,5207,0,-1.5911555630032304e-11
10742,9920,9058,7712,6847,5440,5186,0,-1.3735873588491885e-11
10225,9663,9565,10015,17331,18017,12166,0,1.1923949491599474e-12
10227,9680,9584,9998,17595,17870,11976,0,1.1579823310120792e-12
10228,9659,9531,9886,17402,17640,11823,0,1.1680606573706007e-12
10209,9547,9307,9554,16449,16777,11615,0,1.2564845389156258e-12
10239,9612,9352,9647,16448,17602,12253,0,1.2133708169105318e-12
10194,9568,9344,9661,16777,17197,11736,0,1.2262795852312591e-12
10239,9710,9642,10095,17720,18060,12164,0,1.1461791051802858e-12
10258,9726,9629,10117,17608,18253,12212,0,1.1646589290438311e-12
10270,9699,9641,10158,17614,18228,12215,0,1.1797705761859402e-12
10270,9700,9623,10083,17528,18179,12240,0,1.1638064259622986e-12
10271,9748,9624,10155,17397,18533,12530,0,1.1794143293160117e-12
10277,9708,9661,10192,17547,18288,12366,0,1.1849191120801506e-12
10358,9811,9667,10227,17254,18574,12638,0,1.1988567872335592e-12
10333,9778,9651,10192,17333,18466,12522,0,1.1913443774839642e-12
10314,9777,9645,10173,17536,18650,12539,0,1.1525118830412665e-12
10383,9846,9772,10335,17776,18966,12791,0,1.1233601526394694e-12
10435,9870,9714,10330,17469,18981,12985,0,1.1505714726821976e-12
10405,9855,9720,10266,17348,19092,13080,0,1.1414946368223913e-12
10370,9803,9635,10139,17117,19169,13064,0,1.1513135904921965e-12
10379,9800,9598,10064,16768,18899,13078,0,1.1833237586250536e-12
10411,9834,9650,10167,17011,18855,12916,0,1.1835800769425742e-12
10414,9939,9798,10396,17586,19581,13379,0,1.1078534091633353e-12
10439,9876,9754,10342,17651,19481,13222,0,1.1006043426240618e-12
10460,9932,9773,10336,17384,19540,13331,0,1.1199021625864437e-12
10404,9840,9645,10118,16951,19324,13269,0,1.14351551497572e-12
10341,9719,9437,9774,16506,18195,12371,0,1.2094214862079947e-12
10429,9864,9680,10203,16912,19407,13326,0,1.1693030544420086e-12
10401,9847,9736,10329,17640,19319,13162,0,1.111880938458148e-12
10414,9853,9679,10219,17210,19457,13285,0,1.1321380620124666e-12
10451,9917,9770,10448,17652,19266,13190,0,1.1345276990405372e-12
10454,9908,9722,10276,17389,19580,13389,0,1.101090791244416e-12
10291,9632,9323,9630,16165,17531,11982,0,1.2815865199423805e-12
10334,9724,9434,9916,16428,18257,12537,0,1.270444622061989e-12
10401,9813,9558,10083,16682,19191,13245,0,1.1923548483703298e-12
10407,9815,9566,10045,16866,19398,13284,0,1.139663739661726e-12
10554,10029,9878,10522,17524,20135,13836,0,1.0930000760614243e-12
10321,9698,9478,9743,16434,17193,11754,0,1.2722956040820012e-12
10236,9627,9430,9643,16879,16855,11342,0,1.2192792715774134e-12
10346,9715,9493,9752,16686,17230,11701,0,1.2284622310249264e-12
10208,9575,9376,9439,16656,16290,10999,0,1.2247431585194208e-12
10263,9616,9277,9395,15984,16543,11488,0,1.2736593680059911e-12
10232,9604,9404,9582,16903,16501,11173,0,1.2146378886770846e-12
10309,9694,9457,9684,16444,17029,11683,0,1.256422036306823e-12
10248,9596,9390,9538,16490,16544,11213,0,1.2638283766008168e-12
10264,9650,9463,9663,16888,16670,11205,0,1.2305561917280707e-12
10215,9599,9384,9544,16858,16734,11271,0,1.2008564464280079e-12
10318,9705,9479,9753,16607,17234,11713,0,1.2482759939644847e-12
10332,9736,9517,9761,16524,17270,11806,0,1.246468842833012e-12
10336,9721,9483,9688,16442,17300,11904,0,1.225194649161855e-12
10320,9684,9409,9562,16196,17275,11899,0,1.2317812822851814e-12
9522,8575,7992,6848,21182,11388,7366,0,6.806292479237082e-13
10332,9718,9443,9655,16154,17141,11975,0,1.263313727322062e-12
9497,8579,8073,6847,21562,10815,7197,0,6.73024429079315e-13
9469,8562,7977,6816,20267,10721,7099,0,7.522955321150958e-13
9496,8600,8035,6855,21796,11371,7368,0,6.505199156629004e-13
9508,8578,7987,6846,21218,11236,7334,0,6.82585056192472e-13
9522,8586,7986,6838,20019,11030,7256,0,7.487971654051597e-13
9476,8580,7983,6773,20454,10858,7073,0,7.304023823474813e-13
9481,8538,7892,6789,18875,10525,7052,0,8.464851627822812e-13
10292,9661,9444,9687,16470,17086,11622,0,1.2676462419293357e-12
10259,9642,9447,9618,16772,16793,11340,0,1.2202293949049828e-12
10219,9586,9337,9461,16574,16634,11233,0,1.2248201846073586e-12
10197,9593,9321,9447,16451,16281,11156,0,1.2526905925118148e-12
9468,8528,7909,6762,19969,11007,7216,0,7.513159590782811e-13
10341,9739,9527,9760,16301,17500,12179,0,1.2462661135529123e-12
9503,8567,7991,6813,21061,11020,7178,0,6.97635851029134e-13
10343,9724,9498,9732,16514,17350,12021,0,1.2161360929459646e-12
10291,9629,9349,9537,16537,17183,11740,0,1.1946852551730055e-12
10277,9643,9441,9619,16639,16945,11614,0,1.2129541779128303e-12
10246,9580,9354,9537,16424,16413,11319,0,1.2707736359340802e-12
10257,9597,9257,9355,16317,16219,11091,0,1.2438177363275114e-12
10401,9785,9560,9749,16494,17827,12467,0,1.1616690230252344e-12
10360,9748,9551,9821,16459,17697,12501,0,1.2050506403909695e-12
10344,9718,9488,9894,16406,17310,12233,0,1.2884167488509777e-12
9475,8554,7959,6806,21200,11193,7263,0,6.868776380565168e-13
9497,8551,7944,6826,20326,11382,7366,0,7.26314149679413e-13
9483,8557,7886,6812,18638,10769,7150,0,8.575931566804261e-13
9443,8544,7908,6791,18776,10339,6984,0,8.635496288522171e-13
9469,8558,7945,6788,19537,10690,7052,0,7.960217646788549e-13
9498,8597,8021,6861,20466,11150,7267,0,7.269650367023471e-13
